"TRANSCRIPT","MOCHIS","VARIANCE_RATIO","TISSUE"
"ENSMUSG00000003541",0.000589809956450222,2.28548399028939,"bladder-lumen"
"ENSMUSG00000038650",4.40328120023016e-12,1.56110079735358,"bladder-lumen"
"ENSMUSG00000025066",2.46786244707551e-07,2.33076811465936,"bladder-lumen"
"ENSMUSG00000038717",1.08891277433897e-06,7.2534461337248,"bladder-lumen"
"ENSMUSG00000052681",4.38698440282444e-11,2.77710501207904,"bladder-lumen"
"ENSMUSG00000004264",6.44289877873457e-06,3.33323866850172,"bladder-lumen"
"ENSMUSG00000030847",2.27318868883242e-10,3.84493800477488,"bladder-lumen"
"ENSMUSG00000041355",0.000298169690986001,1.30282399089027,"bladder-lumen"
"ENSMUSG00000019428",0.00460656204343195,1.07583840675839,"bladder-lumen"
"ENSMUSG00000022200",0.00018952904996011,4.03625406428497,"bladder-lumen"
"ENSMUSG00000036371",1.76870029810376e-07,3.55672788688249,"bladder-lumen"
"ENSMUSG00000057841",8.16424416376552e-33,6.1480866470578,"bladder-lumen"
"ENSMUSG00000022698",0.0244690482200523,1.06561909525963,"bladder-lumen"
"ENSMUSG00000005873",9.92472045789535e-09,4.56652614825762,"bladder-lumen"
"ENSMUSG00000000787",5.12450037663326e-06,5.03700509594716,"bladder-lumen"
"ENSMUSG00000007836",5.19106022427284e-07,2.03627113997546,"bladder-lumen"
"ENSMUSG00000018932",0.000723176525820377,1.36297965258188,"bladder-lumen"
"ENSMUSG00000055839",8.34935303506593e-06,7.3134714310509,"bladder-lumen"
"ENSMUSG00000034024",0.00885617783156318,1.29880086750006,"bladder-lumen"
"ENSMUSG00000093904",1.4500049739083e-05,2.23895064598489,"bladder-lumen"
"ENSMUSG00000024073",0.00089001867821079,1.71604794119078,"bladder-lumen"
"ENSMUSG00000025362",6.15623950708614e-24,5.79667795903626,"bladder-lumen"
"ENSMUSG00000070544",2.15819035584695e-09,3.56832284324586,"bladder-lumen"
"ENSMUSG00000018585",0.000289225412417002,14.8524128569136,"bladder-lumen"
"ENSMUSG00000078923",5.75138869353232e-05,1.04945236153339,"bladder-lumen"
"ENSMUSG00000026374",0.018724616586328,2.67984393781861,"bladder-lumen"
"ENSMUSG00000033161",7.85062408521344e-06,3.52801175998093,"bladder-lumen"
"ENSMUSG00000025503",4.88508309184066e-08,3.71049411434991,"bladder-lumen"
"ENSMUSG00000022477",0.00451956393135074,4.23125617516606,"bladder-lumen"
"ENSMUSG00000022108",7.05408543715432e-23,2.42136965886801,"bladder-lumen"
"ENSMUSG00000029632",6.57261629986122e-05,5.21337292901918,"bladder-lumen"
"ENSMUSG00000025982",1.86071065679195e-08,2.15860782271069,"bladder-lumen"
"ENSMUSG00000024012",9.72827674608127e-05,2.12128458059408,"bladder-lumen"
"ENSMUSG00000061787",2.08540585699258e-37,9.09594139911546,"bladder-lumen"
"ENSMUSG00000067212",0.00363641969283262,1.10397683482855,"bladder-lumen"
"ENSMUSG00000021281",2.27195448250239e-07,1.32279142183893,"bladder-lumen"
"ENSMUSG00000057322",1.52519640129542e-13,12.4858413487265,"bladder-lumen"
"ENSMUSG00000042043",0.0117177641826983,2.15348769849145,"bladder-lumen"
"ENSMUSG00000039067",0.0329434227334807,2.47718399553158,"bladder-lumen"
"ENSMUSG00000024248",1.09033296474309e-12,2.65983287171903,"bladder-lumen"
"ENSMUSG00000053565",2.12217798089727e-07,4.87006285765407,"bladder-lumen"
"ENSMUSG00000025351",4.55611064897119e-15,1.62399745666716,"bladder-lumen"
"ENSMUSG00000061983",1.70662142537807e-58,9.86568802962411,"bladder-lumen"
"ENSMUSG00000028837",0.00598497776455453,4.65020166392464,"bladder-lumen"
"ENSMUSG00000073411",0.00491077517428715,8.00319401258231,"bladder-lumen"
"ENSMUSG00000024953",4.63134717135705e-19,7.28815210901786,"bladder-lumen"
"ENSMUSG00000041697",0.000708260022704705,3.02775479687114,"bladder-lumen"
"ENSMUSG00000029614",1.10925720515651e-13,2.63695126994556,"bladder-lumen"
"ENSMUSG00000022890",8.29753373189206e-07,5.62744385875786,"bladder-lumen"
"ENSMUSG00000023048",0.000709203900677644,2.32719363452884,"bladder-lumen"
"ENSMUSG00000016319",8.08462679666813e-13,3.93373555950725,"bladder-lumen"
"ENSMUSG00000021427",0.0049050437482662,1.16379313531522,"bladder-lumen"
"ENSMUSG00000050732",0.00261089917489175,3.21462432206147,"bladder-lumen"
"ENSMUSG00000022961",0.000111882106409009,1.9197513074395,"bladder-lumen"
"ENSMUSG00000036752",1.32152164283851e-12,4.49609129282872,"bladder-lumen"
"ENSMUSG00000028495",1.94957030943929e-22,1.84508582189929,"bladder-lumen"
"ENSMUSG00000062397",1.32197755681887e-09,2.04959866803449,"bladder-lumen"
"ENSMUSG00000031278",0.00215695061434969,1.77632310669889,"bladder-lumen"
"ENSMUSG00000027642",1.10023163895341e-06,1.64184933473674,"bladder-lumen"
"ENSMUSG00000017009",1.85047805688848e-06,1.03750046859895,"bladder-lumen"
"ENSMUSG00000017428",0.000490750987924001,1.16773942544009,"bladder-lumen"
"ENSMUSG00000093674",3.45215211514734e-35,14.0174645913736,"bladder-lumen"
"ENSMUSG00000023020",0.00329763025062559,2.89489539154184,"bladder-lumen"
"ENSMUSG00000062328",9.83356922090485e-48,11.0825261669232,"bladder-lumen"
"ENSMUSG00000007815",2.34411712109383e-07,1.07536156721286,"bladder-lumen"
"ENSMUSG00000022283",8.09701357144523e-38,2.63420096566827,"bladder-lumen"
"ENSMUSG00000006333",1.87790858556081e-33,3.11910655882727,"bladder-lumen"
"ENSMUSG00000027404",5.5863488300122e-05,2.25793769436173,"bladder-lumen"
"ENSMUSG00000021248",2.45154947745201e-12,3.0902282479742,"bladder-lumen"
"ENSMUSG00000017404",3.94347334118598e-31,5.96261095017693,"bladder-lumen"
"ENSMUSG00000004951",2.1802146227187e-05,1.45943173911083,"bladder-lumen"
"ENSMUSG00000003814",6.49428323335556e-09,2.40672833199022,"bladder-lumen"
"ENSMUSG00000059070",1.21780449674656e-37,9.98535928418449,"bladder-lumen"
"ENSMUSG00000073702",2.67037404698921e-87,15.9422821453938,"bladder-lumen"
"ENSMUSG00000048758",2.0328231864921e-20,4.50552732511852,"bladder-lumen"
"ENSMUSG00000025950",0.00157564699560824,2.34386555347672,"bladder-lumen"
"ENSMUSG00000032412",2.47797142412097e-08,1.26657445173737,"bladder-lumen"
"ENSMUSG00000098274",6.1662366003098e-34,9.9902857708784,"bladder-lumen"
"ENSMUSG00000033047",0.000213064002602212,1.66550841559281,"bladder-lumen"
"ENSMUSG00000011752",0.000798251317464339,2.55175538664572,"bladder-lumen"
"ENSMUSG00000063229",6.53070039742401e-08,1.25156394558715,"bladder-lumen"
"ENSMUSG00000007564",1.87685784654026e-10,1.03885814933199,"bladder-lumen"
"ENSMUSG00000007041",1.65394788043699e-19,3.06211346787267,"bladder-lumen"
"ENSMUSG00000060860",0.00201046497601122,2.28984397088381,"bladder-lumen"
"ENSMUSG00000002395",2.84543233817619e-06,5.2654486459037,"bladder-lumen"
"ENSMUSG00000026234",1.62094168325093e-29,3.43727044404855,"bladder-lumen"
"ENSMUSG00000030007",9.15144117995778e-09,1.66804197838872,"bladder-lumen"
"ENSMUSG00000052684",8.52719270012533e-05,1.16615634661439,"bladder-lumen"
"ENSMUSG00000021134",1.01160486092094e-11,1.74096712647211,"bladder-lumen"
"ENSMUSG00000061032",4.08631018325438e-05,2.00627263612514,"bladder-lumen"
"ENSMUSG00000043716",5.57365497120182e-19,1.95834724676251,"bladder-lumen"
"ENSMUSG00000004207",5.6166816067418e-23,3.78156501962785,"bladder-lumen"
"ENSMUSG00000021939",3.8478581535536e-11,1.52074442832695,"bladder-lumen"
"ENSMUSG00000047250",0.0228414326168459,1.24709170780065,"bladder-lumen"
"ENSMUSG00000028788",1.09329981304003e-05,2.68947267317257,"bladder-lumen"
"ENSMUSG00000002015",1.15118705220162e-06,4.11618345859157,"bladder-lumen"
"ENSMUSG00000071076",6.96498334301878e-44,1.59212858553785,"bladder-lumen"
"ENSMUSG00000078812",3.11178731813474e-15,1.73943244832377,"bladder-lumen"
"ENSMUSG00000026434",0.00695988592633699,2.63845336251699,"bladder-lumen"
"ENSMUSG00000020048",8.10247039820518e-09,12.1514679228132,"bladder-lumen"
"ENSMUSG00000003970",6.653372604651e-33,3.43891171436897,"bladder-lumen"
"ENSMUSG00000031954",6.07698756371709e-05,5.69768768337731,"bladder-lumen"
"ENSMUSG00000006699",3.49642884481125e-21,2.02094373473898,"bladder-lumen"
"ENSMUSG00000024646",5.1498773853829e-18,7.3181346954846,"bladder-lumen"
"ENSMUSG00000002524",0.000601144175331501,1.25206113646744,"bladder-lumen"
"ENSMUSG00000021218",1.92112407909713e-08,2.29066624530405,"bladder-lumen"
"ENSMUSG00000020585",8.45844101562202e-17,1.05095765270155,"bladder-lumen"
"ENSMUSG00000054766",1.40198367598402e-06,2.65344633016645,"bladder-lumen"
"ENSMUSG00000035530",6.76989356828481e-20,1.0062522794122,"bladder-lumen"
"ENSMUSG00000017721",0.000142050719044745,1.99432177833255,"bladder-lumen"
"ENSMUSG00000034341",1.06913159149853e-08,1.56676670644004,"bladder-lumen"
"ENSMUSG00000039630",0.0147201299257131,1.25781429879176,"bladder-lumen"
"ENSMUSG00000027829",2.23791123861182e-08,1.29165963248754,"bladder-lumen"
"ENSMUSG00000046330",7.61937137755763e-20,23.6229211734403,"bladder-lumen"
"ENSMUSG00000022255",0.000354327040052672,1.90482790156191,"bladder-lumen"
"ENSMUSG00000056612",6.09986575405187e-11,16.1589837608151,"bladder-lumen"
"ENSMUSG00000025337",3.71613620874466e-05,1.7409597913184,"bladder-lumen"
"ENSMUSG00000029038",0.01528309552581,5.30940825096023,"bladder-lumen"
"ENSMUSG00000031996",6.94684837125559e-11,1.21982395775022,"bladder-lumen"
"ENSMUSG00000029622",0.00195180386864712,2.65548720451152,"bladder-lumen"
"ENSMUSG00000000346",1.50368967925606e-06,1.23211137485626,"bladder-lumen"
"ENSMUSG00000022285",1.14962423715719e-20,1.57217558702289,"bladder-lumen"
"ENSMUSG00000028692",1.37961161054253e-06,2.64457504058238,"bladder-lumen"
"ENSMUSG00000036427",1.02891139481481e-05,1.00832084106289,"bladder-lumen"
"ENSMUSG00000025580",1.467367751382e-05,3.23993304504302,"bladder-lumen"
"ENSMUSG00000071072",9.1749890363317e-10,1.46776119959286,"bladder-lumen"
"ENSMUSG00000021957",4.30111826755814e-05,1.43374713577741,"bladder-lumen"
"ENSMUSG00000003429",3.14097761757679e-35,7.63416824035691,"bladder-lumen"
"ENSMUSG00000025428",1.01371979677717e-23,1.20462878975044,"bladder-lumen"
"ENSMUSG00000024576",4.95796379283651e-10,1.18540133939505,"bladder-lumen"
"ENSMUSG00000030738",8.16033943202163e-08,1.3098877181981,"bladder-lumen"
"ENSMUSG00000094483",0.000558250550966625,1.10129765685038,"bladder-lumen"
"ENSMUSG00000022450",9.89258926662987e-09,9.6986197660102,"bladder-lumen"
"ENSMUSG00000060904",0.000225496565745039,2.43587622457096,"bladder-lumen"
"ENSMUSG00000025794",2.98957807621769e-38,6.20336162878279,"bladder-lumen"
"ENSMUSG00000035242",1.69778075959195e-14,3.3133878620663,"bladder-lumen"
"ENSMUSG00000094724",0.000500101635864666,4.09591328873877,"bladder-lumen"
"ENSMUSG00000057113",8.50308433791185e-17,2.57984756965264,"bladder-lumen"
"ENSMUSG00000023456",3.22665442808868e-13,1.0204100690019,"bladder-lumen"
"ENSMUSG00000026020",2.62625390763511e-06,1.66013017547304,"bladder-lumen"
"ENSMUSG00000018583",6.85340977477942e-05,1.12826891877534,"bladder-lumen"
"ENSMUSG00000024912",3.53775752909628e-05,1.7395576511179,"bladder-lumen"
"ENSMUSG00000024097",0.0114693313898473,1.88378529781674,"bladder-lumen"
"ENSMUSG00000028618",1.3199074410555e-11,3.2662306028395,"bladder-lumen"
"ENSMUSG00000001175",1.13421614317269e-27,5.04185393952841,"bladder-lumen"
"ENSMUSG00000020849",2.13917953458347e-13,1.09986057790228,"bladder-lumen"
"ENSMUSG00000041028",6.66190756124777e-08,1.85119350094012,"bladder-lumen"
"ENSMUSG00000044786",4.10051596964156e-11,4.28667698882515,"bladder-lumen"
"ENSMUSG00000036461",8.48745651480981e-05,1.75384566807297,"bladder-lumen"
"ENSMUSG00000022139",2.41883862942835e-07,1.85668416668465,"bladder-lumen"
"ENSMUSG00000049751",1.03002489990895e-07,4.87610471183267,"bladder-lumen"
"ENSMUSG00000028249",4.1839186241648e-18,3.73068873813872,"bladder-lumen"
"ENSMUSG00000059447",0.000112555354244367,1.24606375067353,"bladder-lumen"
"ENSMUSG00000066551",4.67964216056945e-13,2.26235039395275,"bladder-lumen"
"ENSMUSG00000015932",3.87156702126862e-15,1.20426916538886,"bladder-lumen"
"ENSMUSG00000025492",0.0024930421000297,1.25892122515502,"bladder-lumen"
"ENSMUSG00000070394",1.41938461447326e-05,5.31323978422857,"bladder-lumen"
"ENSMUSG00000062647",4.87514584481488e-19,5.16395944180293,"bladder-lumen"
"ENSMUSG00000025544",3.32191323869713e-07,6.88394592328207,"bladder-lumen"
"ENSMUSG00000022500",6.0212599728536e-05,1.03915452138336,"bladder-lumen"
"ENSMUSG00000028333",3.81405446294003e-06,1.30694673336606,"bladder-lumen"
"ENSMUSG00000032959",8.52425848605899e-23,3.60528896751729,"bladder-lumen"
"ENSMUSG00000068396",3.59959088989343e-26,9.13204894124763,"bladder-lumen"
"ENSMUSG00000024603",2.51004265740485e-05,1.39500367003901,"bladder-lumen"
"ENSMUSG00000022528",3.57599419234293e-08,1.52092417066798,"bladder-lumen"
"ENSMUSG00000000740",2.8333336870802e-31,4.10468251838731,"bladder-lumen"
"ENSMUSG00000009291",3.91563195615391e-06,4.92056714134236,"bladder-lumen"
"ENSMUSG00000050335",5.00081019451957e-11,4.76092199319424,"bladder-lumen"
"ENSMUSG00000021025",0.0241017210908156,1.73906280180681,"bladder-lumen"
"ENSMUSG00000026083",0.00483890906441842,1.82058753148673,"bladder-lumen"
"ENSMUSG00000090733",5.05141136087074e-24,17.1727233072804,"bladder-lumen"
"ENSMUSG00000020719",3.74145318692662e-08,2.1646290704291,"bladder-lumen"
"ENSMUSG00000032294",1.60997376736291e-19,1.14499724793994,"bladder-lumen"
"ENSMUSG00000058546",8.77635720549694e-14,5.03910267468313,"bladder-lumen"
"ENSMUSG00000023022",1.88760257907446e-08,1.21529950185358,"bladder-lumen"
"ENSMUSG00000024359",2.83527930455219e-07,2.72932855347567,"bladder-lumen"
"ENSMUSG00000021917",0.0141499125589323,3.39378377079292,"bladder-lumen"
"ENSMUSG00000021486",6.87349701837032e-06,3.80990730121557,"bladder-lumen"
"ENSMUSG00000042541",9.41876111130721e-06,4.18340748946071,"bladder-lumen"
"ENSMUSG00000029465",1.97885859025654e-06,5.48502933224178,"bladder-lumen"
"ENSMUSG00000047843",0.00166789454963101,1.62979987584414,"bladder-lumen"
"ENSMUSG00000041736",1.30727156144163e-08,3.78375620969227,"bladder-lumen"
"ENSMUSG00000039218",2.37768164457868e-11,2.97379327739233,"bladder-lumen"
"ENSMUSG00000022193",0.0160681250358295,3.14310199079514,"bladder-lumen"
"ENSMUSG00000009863",0.00141781932073762,2.460176650289,"bladder-lumen"
"ENSMUSG00000027248",5.16675936647272e-26,1.43108217453033,"bladder-lumen"
"ENSMUSG00000024661",3.14947070950636e-12,2.20214254025078,"bladder-lumen"
"ENSMUSG00000018476",0.00384724585413398,5.51352494331497,"bladder-lumen"
"ENSMUSG00000049775",1.75685892017474e-19,8.24530856775336,"bladder-lumen"
"ENSMUSG00000025130",2.53623126093407e-29,7.36599298146918,"bladder-lumen"
"ENSMUSG00000036138",4.03174581539188e-06,2.03396707849835,"bladder-lumen"
"ENSMUSG00000028998",0.00440427345148366,8.96686969345991,"bladder-lumen"
"ENSMUSG00000062270",1.53753561211478e-05,1.41418947346454,"bladder-lumen"
"ENSMUSG00000020321",0.000185655210923485,1.41341237047413,"bladder-lumen"
"ENSMUSG00000032399",4.89608953678827e-27,1.46390895810729,"bladder-lumen"
"ENSMUSG00000050565",0.0047592790302989,1.78606594549131,"bladder-lumen"
"ENSMUSG00000029430",6.38504329414387e-07,1.73531362341217,"bladder-lumen"
"ENSMUSG00000025290",2.20491812304951e-51,5.25296655405289,"bladder-lumen"
"ENSMUSG00000022400",0.0273113016580404,2.33459145241234,"bladder-lumen"
"ENSMUSG00000001289",7.59751939723569e-22,9.04874637917708,"bladder-lumen"
"ENSMUSG00000022052",0.00186740024643634,1.00506921537828,"bladder-lumen"
"ENSMUSG00000007892",1.06885686679173e-33,7.00391075285622,"bladder-lumen"
"ENSMUSG00000037706",0.000140460369604476,1.08415939900961,"bladder-lumen"
"ENSMUSG00000054428",4.20906554276868e-15,8.7731421828955,"bladder-lumen"
"ENSMUSG00000045128",1.54229378856056e-36,4.4873810093271,"bladder-lumen"
"ENSMUSG00000031591",3.35136508721867e-07,3.07247169762587,"bladder-lumen"
"ENSMUSG00000028367",1.7822554560937e-14,8.73336165230812,"bladder-lumen"
"ENSMUSG00000030432",1.22431269855648e-75,11.6601113122168,"bladder-lumen"
"ENSMUSG00000028745",4.44414406897531e-10,1.84807992810486,"bladder-lumen"
"ENSMUSG00000001687",1.22869527957095e-05,1.19444462668304,"bladder-lumen"
"ENSMUSG00000074129",6.48367216127588e-77,8.16236407250875,"bladder-lumen"
"ENSMUSG00000050708",2.67864027135849e-12,3.98885998786684,"bladder-lumen"
"ENSMUSG00000032216",1.70969013409014e-05,4.90468312827257,"bladder-lumen"
"ENSMUSG00000020267",1.74874677634141e-10,5.28962895453373,"bladder-lumen"
"ENSMUSG00000030884",0.00256399148860225,1.61905778988556,"bladder-lumen"
"ENSMUSG00000025151",0.00502914139999323,3.54205050616493,"bladder-lumen"
"ENSMUSG00000037601",0.0198421960422882,1.6958830069187,"bladder-lumen"
"ENSMUSG00000071644",4.01400778356904e-18,1.0135525087028,"bladder-lumen"
"ENSMUSG00000032324",0.0162704708988666,1.00980310208551,"bladder-lumen"
"ENSMUSG00000077450",0.00480501553781403,1.66121948706716,"bladder-lumen"
"ENSMUSG00000022174",4.4310426434376e-05,5.72567164711798,"bladder-lumen"
"ENSMUSG00000024048",5.90555546216346e-13,3.89637353407415,"bladder-lumen"
"ENSMUSG00000027613",3.21109144205707e-08,2.91012857569094,"bladder-lumen"
"ENSMUSG00000028234",8.45955958829539e-64,10.6673764709656,"bladder-lumen"
"ENSMUSG00000027620",2.00990659144312e-10,2.38255171224266,"bladder-lumen"
"ENSMUSG00000027673",0.00116223701299709,3.61838689310066,"bladder-lumen"
"ENSMUSG00000030824",0.00013173905079044,1.66980975141252,"bladder-lumen"
"ENSMUSG00000074656",0.00345687172959557,1.0961284296164,"bladder-lumen"
"ENSMUSG00000032314",0.00637583874237978,1.71389456149276,"bladder-lumen"
"ENSMUSG00000004980",1.05637538178416e-13,1.10431212408011,"bladder-lumen"
"ENSMUSG00000032383",8.23587829278617e-05,1.90871449352878,"bladder-lumen"
"ENSMUSG00000034120",1.96513045350906e-14,4.33937653847023,"bladder-lumen"
"ENSMUSG00000039168",1.90593861270676e-09,2.00016453538739,"bladder-lumen"
"ENSMUSG00000020460",6.58748658793517e-44,8.61944111755933,"bladder-lumen"
